,Unnamed: 0,Tweet Text,label,preprocessed_tweet
881,GJ7lU3EBAAhePzzDpI1L,"Estúpida ansiedad por falta de ""oficio"".",Negative,"estúpida ansiedad por falta de "" oficio "" ."
882,GJ7lU3EBAAhePzzDq6S_,"Jueputa, hasta hoy me entró la ansiedad y no puedo más, es horrible",Negative,"jueputa , hasta hoy me entró la ansiedad y no puedo más , es horrible"
883,GJ7lU3EBAAhePzzDq6W_,Siempre quise tener este abdomencito de gimnasio. 😂💜,Practice_sports,siempre quise tener este abdomencito de gimnasio . 😂 💜
884,GJ7lU3EBAAhePzzDqqP1,"""Oraré por su amor y rezaré por su felicidad""",Other,""" oraré por su amor y rezaré por su felicidad """
885,GJ7lU3EBAAhePzzDrKZE,"Aquellos que salieron anoche a protestar porque los centros deportivos serán cedidos a personas que no tienen hogar, les recuerdo que ustedes no podrán salir a hacer deporte y segundo que estos espacios no son de ustedes. ¡Increíble como hablan desde el privilegio!",Other,"aquellos que salieron anoche a protestar porque los centros deportivos serán cedidos a personas que no tienen hogar , les recuerdo que ustedes no podrán salir a hacer deporte y segundo que estos espacios no son de ustedes . ¡ increíble como hablan desde el privilegio !"
886,GZ7lU3EBAAhePzzDmm2n,"Nada compite con los regalos de las tias, cuando una llega de viaje. Tengo una levantadora, y ya parezco una señora 💅🏽 Todo combina, hasta las pantuflas de pan de hamburguesa de McDonald's 🍔",Other,"nada compite con los regalos de las tias , cuando una llega de viaje . tengo una levantadora , y ya parezco una señora 💅 🏽 todo combina , hasta las pantuflas de pan de hamburguesa de mcdonald ' s 🍔"
887,GZ7lU3EBAAhePzzDn3yc,"Ojos expresivos, carita sonriente, mirada agradable. #MiMuchahita❤️",Positive,"ojos expresivos , carita sonriente , mirada agradable . <hashtag> mi muchahita </hashtag> ❤️"
888,GZ7lU3EBAAhePzzDoYFX,El encierro lo lleva a uno a hacer cosas por la ansiedad,Negative,el encierro lo lleva a uno a hacer cosas por la ansiedad
889,GZ7lU3EBAAhePzzDpZBU,Tengo que dejar esto por aquí @shakira #ShakiraChallenge ❤️😍,Positive,tengo que dejar esto por aquí <user> <hashtag> shakira challenge </hashtag> ❤️ 😍
890,GZ7lU3EBAAhePzzDq6W_,Líder de Gimnasio tipo veneno 🐍 RT @SanTatuado: @Me_Evamaster tipo veneno,Other,líder de gimnasio tipo veneno 🐍 rt <user> : <user> tipo veneno
891,GZ7lU3EBAAhePzzDqZ9x,Si si no estoy listo para ninguna conversación 😪,Negative,si si no estoy listo para ninguna conversación 😪
892,GZ7lU3EBAAhePzzDqqP1,"Hay cosas, como esto, que te devuelven la esperanza en medio de la incertidumbre, nada como escuchar a los niños y niñas, como hablan del Covid-19 como expertos! Eso también es felicidad.😍😊",Positive,"hay cosas , como esto , que te devuelven la esperanza en medio de la incertidumbre , nada como escuchar a los niños y niñas , como hablan del covid - <number> como expertos ! eso también es felicidad . 😍 😊"
893,Gp7lU3EBAAhePzzDlmL9,Qué clase de maqueta de motel es esta? RT @xlilpapaya: mi primera maqueta🥰🥰🥰 esta un poquillo chapuzera pero estoy orgullosa al final,Positive,qué clase de maqueta de motel es esta ? rt <user> : mi primera maqueta 🥰 🥰 🥰 esta un poquillo chapuzera pero estoy orgullosa al final
894,Gp7lU3EBAAhePzzDmm2n,6 AM : Vamos con toda en el gym. 9 PM : Aguanta una hamburguesa bien buena. :(,Non-healthy,<number> am : vamos con toda en el gym . <number> pm : aguanta una hamburguesa bien buena . <sad>
895,Gp7lU3EBAAhePzzDn3yc,Mi mejor cuarentena ❤️,Positive,mi mejor cuarentena ❤️
896,Gp7lU3EBAAhePzzDooZS,"“El pecho se me hace gigante cuando hablo de mi país”. Nairo Quintana en la serie “El día menos pensado”, del equipo Movistrar. Un gigante Nairo, un campeón, nos devolvió la alegría del ciclismo.",Positive,"“ el pecho se me hace gigante cuando hablo de mi país ” . nairo quintana en la serie “ el día menos pensado ” , del equipo movistrar . un gigante nairo , un campeón , nos devolvió la alegría del ciclismo ."
897,Gp7lU3EBAAhePzzDq6S_,Nivel de ansiedad y antojos 🤭,Negative,nivel de ansiedad y antojos 🤭
898,Gp7lU3EBAAhePzzDqqP1,Dime porque lloras De felicidad Y porque te ahogas Por la soledad,Other,dime porque lloras de felicidad y porque te ahogas por la soledad
899,H57lU3EBAAhePzzDlmL9,"RT @santialarcon: Hoy retomo el gym, voy a dejar la guachafita.",Practice_sports,"rt <user> : hoy retomo el gym , voy a dejar la guachafita ."
900,H57lU3EBAAhePzzDmm2n,Amigos de @RappiColombia... Si me envían un mensaje a las 4:22 p.m. de una promoción válida hasta las 2:00 p.m. ¿También me incluyen el DeLorean para poder pedir mi hamburguesa?,Other,amigos de <user> . <repeated> si me envían un mensaje a las <time> de una promoción válida hasta las <time> ¿ también me incluyen el delorean para poder pedir mi hamburguesa ?
901,H57lU3EBAAhePzzDooVS,Cuando pase todo esto prometo hacer un asado bien full con mis amigos 🥰,Positive,cuando pase todo esto prometo hacer un asado bien full con mis amigos 🥰
902,H57lU3EBAAhePzzDp5ni,"Te amo con toda mí alma, para siempre🥰",Positive,"te amo con toda mí alma , para siempre 🥰"
903,H57lU3EBAAhePzzDq6W_,"Ya quiero volver al gimnasio, con esta semana ya son 21 años",Practice_sports,"ya quiero volver al gimnasio , con esta semana ya son <number> años"
904,H57lU3EBAAhePzzDqqP1,"Hay que asumir que te convertiste en un peso pesado y no en un peso pluma, que no das paz, ni tranquilidad, así él sea tu felicidad.",Negative,"hay que asumir que te convertiste en un peso pesado y no en un peso pluma , que no das paz , ni tranquilidad , así él sea tu felicidad ."
905,HJ7lU3EBAAhePzzDmm2n,Ribs lanza su hamburguesa apta para veganos,Healthy,ribs lanza su hamburguesa apta para veganos
906,HJ7lU3EBAAhePzzDn3yc,"Ush, hoy haciendo un video lo repetí tanta veces he inhale inconscientemente tanto bicarbonato que ahora estoy que no puedo del dolor de cabeza 😂🤕",Negative,"ush , hoy haciendo un video lo repetí tanta veces he inhale inconscientemente tanto bicarbonato que ahora estoy que no puedo del dolor de cabeza 😂 🤕"
907,HJ7lU3EBAAhePzzDnXZq,Este man a qué hora es que va a dejar de hablar tanta maricada? Me tiene estresado hermano!!!,Negative,este man a qué hora es que va a dejar de hablar tanta maricada ? me tiene estresado hermano ! <repeated>
908,HJ7lU3EBAAhePzzDo4rQ,"Jamás te desearía el mal, suficiente tienes con la ""felicidad"" que aparentas tener.",Negative,"jamás te desearía el mal , suficiente tienes con la "" felicidad "" que aparentas tener ."
909,HJ7lU3EBAAhePzzDpZFU,Las hamburguesas que se hace @hurtadojunior10 🤤,Non-healthy,las hamburguesas que se hace <user> 🤤
910,HJ7lU3EBAAhePzzDq6W_,"Equipando mi gimnasio mental, porque lo que se viene es más duro.",Other,"equipando mi gimnasio mental , porque lo que se viene es más duro ."
911,HJ7lU3EBAAhePzzDrKdE,"Parce quiero hacer pizza en casa también, pero que no sea un fracaso. Y vamos mal porque fracaso en la cocina es mi segundo nombre.",Non-healthy,"parce quiero hacer pizza en casa también , pero que no sea un fracaso . y vamos mal porque fracaso en la cocina es mi segundo nombre ."
912,HJ7lU3EBAAhePzzDrKi9,"Haber dejado de comer tanto dulce, dejar de fumar y empezar a tomar mucha agua fue la mejor decisión💛",Healthy,"haber dejado de comer tanto dulce , dejar de fumar y empezar a tomar mucha agua fue la mejor decisión 💛"
913,HZ7lU3EBAAhePzzDm29D,"RT @ElCafePicante: Alcaldía de Bogotá: llamen las cosas por su nombre. Del viernes al martes tendremos un aislamiento obligatorio, no un ""simulacro"".Una prueba, pero confinamiento de todos modos. No me opongo ni critico el ejercicio, pero que no usen eufemismos. Es parcial, pero lo pueden prolongar",Other,"rt <user> : alcaldía de bogotá : llamen las cosas por su nombre . del viernes al martes tendremos un aislamiento obligatorio , no un "" simulacro "" . una prueba , pero confinamiento de todos modos . no me opongo ni critico el ejercicio , pero que no usen eufemismos . es parcial , pero lo pueden prolongar"
914,HZ7lU3EBAAhePzzDmm2n,Altas ganas de papitas y hamburguesa.,Non-healthy,altas ganas de papitas y hamburguesa .
915,HZ7lU3EBAAhePzzDoIDR,Hay personas que dan tanta tranquilidad y felicidad a tu vida ❤😍 te extrañe mucho 😟,Positive,hay personas que dan tanta tranquilidad y felicidad a tu vida ❤ 😍 te extrañe mucho 😟
916,HZ7lU3EBAAhePzzDoYFX,Valió la pena cada segundo! RT @guillemclua: FIN ❤️❤️,Positive,valió la pena cada segundo ! rt <user> : <allcaps> fin </allcaps> ❤️ ❤️
917,HZ7lU3EBAAhePzzDp5Zh,Tengo miedo de volver a ponerme jean.,Other,tengo miedo de volver a ponerme jean .
918,HZ7lU3EBAAhePzzDpI7J,"No entiendo q le ven de apetitoso a echarle ese queso fundido a la hamburguesa, esa vaina tiene que ir es por dentro, luego como se la come uno, porque pa usar cubiertos comiendo eso, shite de aquí mejor!",Non-healthy,"no entiendo q le ven de apetitoso a echarle ese queso fundido a la hamburguesa , esa vaina tiene que ir es por dentro , luego como se la come uno , porque pa usar cubiertos comiendo eso , shite de aquí mejor !"
919,HZ7lU3EBAAhePzzDqqP1,Las canciones que no escuchamos hace años guardan consigo felicidad destilada,Other,las canciones que no escuchamos hace años guardan consigo felicidad destilada
920,Hp7lU3EBAAhePzzDm29D,"RT @nicolasgarciab: Hacemos una invitación a entender que no estamos en un periodo de vacaciones, debemos tomar este simulacro con total seriedad y responsabilidad. Este debe ser un ejercicio que nos permita prepararnos para enfrentar el Coronavirus. #SimulacroVital #Cundinamarca",Other,"rt <user> : hacemos una invitación a entender que no estamos en un periodo de vacaciones , debemos tomar este simulacro con total seriedad y responsabilidad . este debe ser un ejercicio que nos permita prepararnos para enfrentar el coronavirus . <hashtag> simulacro vital </hashtag> <hashtag> cundinamarca </hashtag>"
921,Hp7lU3EBAAhePzzDmm2n,Mi corazón dice hamburguesa con queso pero la báscula dice mejor frutica.,Non-healthy,mi corazón dice hamburguesa con queso pero la báscula dice mejor frutica .
922,Hp7lU3EBAAhePzzDn3yc,Visitar mi morena hermosa 😘😍❤️ RT @juanmanuelgalan: Qué es lo primero que piensan hacer cuando esto termine?,Positive,visitar mi morena hermosa 😘 😍 ❤️ rt <user> : qué es lo primero que piensan hacer cuando esto termine ?
923,Hp7lU3EBAAhePzzDp5ji,Hijos de la madre que los parió... 😡 RT @datoatipico: ¿Que tal estos vecinos de un edificio en la ciudad de Bogotá? 🤔,Negative,hijos de la madre que los parió . <repeated> 😡 rt <user> : ¿ que tal estos vecinos de un edificio en la ciudad de bogotá ? 🤔
924,Hp7lU3EBAAhePzzDqqP1,La felicidad no llega cuando conseguimos lo que deseamos si no cuando disfrutamoslo que tenemos,Positive,la felicidad no llega cuando conseguimos lo que deseamos si no cuando disfrutamoslo que tenemos
925,Hp7lU3EBAAhePzzDrKi9,"DOMINGO. Descanso de la creatividad culinaria. Hay que comer y mejor que sea rico y fácil. Arroz +arvejas de lata+atún en agua desmenuzado+jugo y piel de limon: todo al sartén. Servir con tomate & oliva,sal y pimienta.Usa 1 sartén,1tabla, 1 cuchillo,rallador,🍽#cocinaencuarentena",Healthy,"<allcaps> domingo </allcaps> . descanso de la creatividad culinaria . hay que comer y mejor que sea rico y fácil . arroz + arvejas de lata + atún en agua desmenuzado + jugo y piel de limon : todo al sartén . servir con tomate & oliva , sal y pimienta . usa <number> sartén , 1 tabla , <number> cuchillo , rallador , 🍽 <hashtag> cocina e n c u aren t ena </hashtag>"
926,I57lU3EBAAhePzzDlmH9,"#OPINIÓN COBRO COACTIVO POR PARTE DE LAS EMPRESAS SOCIALES DEL ESTADO Es pertinente referirnos a la Sentencia C-666 de 2000, donde la Corte Constitucional restringió el ejercicio de la jurisdicción coactiva. #CobroCoactivo #ESE #C666del2000",Other,"<hashtag> opinión </hashtag> <allcaps> cobro coactivo por parte de las empresas sociales del estado </allcaps> es pertinente referirnos a la sentencia c - <number> de <number> , donde la corte constitucional restringió el ejercicio de la jurisdicción coactiva . <hashtag> cobro coactivo </hashtag> <hashtag> ese </hashtag> <hashtag> c 666 del 2000 </hashtag>"
927,I57lU3EBAAhePzzDm29D,"RT @nicolasgarciab: Hacemos una invitación a entender que no estamos en un periodo de vacaciones, debemos tomar este simulacro con total seriedad y responsabilidad. Este debe ser un ejercicio que nos permita prepararnos para enfrentar el Coronavirus. #SimulacroVital #Cundinamarca",Other,"rt <user> : hacemos una invitación a entender que no estamos en un periodo de vacaciones , debemos tomar este simulacro con total seriedad y responsabilidad . este debe ser un ejercicio que nos permita prepararnos para enfrentar el coronavirus . <hashtag> simulacro vital </hashtag> <hashtag> cundinamarca </hashtag>"
928,I57lU3EBAAhePzzDmm2n,Alguien quiere comer hamburguesa vengana conmigo en eso que estan haciendo del vegan burguer master? Soy chevere :(,Healthy,alguien quiere comer hamburguesa vengana conmigo en eso que estan haciendo del vegan burguer master ? soy chevere <sad>
929,I57lU3EBAAhePzzDoYTT,"¡Bellísima! RT @Camila_Cabrera: Cuenta todas las estrellas, súmale todas mis pecas 🥰 Con capotraste improvisado pero eso va! 🥴 En mi Instagram está completo. Te amo tanto - @jesseyjoy",Positive,"¡ bellísima ! rt <user> : cuenta todas las estrellas , súmale todas mis pecas 🥰 con capotraste improvisado pero eso va ! 🥴 en mi instagram está completo . te amo tanto - <user>"
930,I57lU3EBAAhePzzDppND,Hoy me desperté con ganas de hacer ejercicio... Y lo hice!!! 😱🤦🏻‍♀️ Ahora si creo que el fin está cerca.... Jajajjaja,Practice_sports,hoy me desperté con ganas de hacer ejercicio . <repeated> y lo hice ! <repeated> 😱 🤦 🏻 ‍ ♀️ ahora si creo que el fin está cerca . <repeated> jajajjaja
931,I57lU3EBAAhePzzDqJpp,Jajajaja que miedo entonces.,Other,jajajaja que miedo entonces .
932,I57lU3EBAAhePzzDqqP1,"Hoy volveré a ver a una de las personas que más amo y aja, felicidad ❤️😍",Positive,"hoy volveré a ver a una de las personas que más amo y aja , felicidad ❤️ 😍"
933,IJ7lU3EBAAhePzzDm29D,"Para hacernos dar cuenta que la estamos cagando feo, que la solidaridad nos falta, que el ""si a mi no me afecta, no importa"" nos está matando... ojala de esto aprendamos más que el ejercicio de lavarnos las manos de manera concurrida.",Other,"para hacernos dar cuenta que la estamos cagando feo , que la solidaridad nos falta , que el "" si a mi no me afecta , no importa "" nos está matando . <repeated> ojala de esto aprendamos más que el ejercicio de lavarnos las manos de manera concurrida ."
934,IJ7lU3EBAAhePzzDm3BD,@Gabriel__cito Me pasa tal cual 😪😪,Negative,<user> me pasa tal cual 😪 😪
935,IJ7lU3EBAAhePzzDmGjk,"Ya. Oficialmente soy el besto fan, @sanbenito.#YHLQMDLG 🥰",Positive,"ya . oficialmente soy el besto fan , <user> . <hashtag> yhlqmdlg </hashtag> 🥰"
936,IJ7lU3EBAAhePzzDmm2n,"No voy alcanzar almorzar, por favor llevenme por hamburguesa 😟",Non-healthy,"no voy alcanzar almorzar , por favor llevenme por hamburguesa 😟"
937,IJ7lU3EBAAhePzzDnXVq,"Usualmente pediría abrazos para dejar de llorar y sentirme mejor pero como no se puede, con cada una de estas palabras me conformo y me lleno el corazón de amor 🥰",Positive,"usualmente pediría abrazos para dejar de llorar y sentirme mejor pero como no se puede , con cada una de estas palabras me conformo y me lleno el corazón de amor 🥰"
938,IJ7lU3EBAAhePzzDnncV,"En mi primer día de cuarentena hice mote de queso y arroz con coco, todo lo que está bien🤤😍",Healthy,"en mi primer día de cuarentena hice mote de queso y arroz con coco , todo lo que está bien 🤤 😍"
939,IJ7lU3EBAAhePzzDnngV,Somos 4 ❤️🤰🏽,Positive,somos <number> ❤️ 🤰 🏽
940,IJ7lU3EBAAhePzzDqqEo,Me hago unas hamburguesas🤤👌,Non-healthy,me hago unas hamburguesas 🤤 👌
941,IJ7lU3EBAAhePzzDqqP1,"Y entonces nos dimos cuenta que la felicidad, no era lo que nos vendían, era algo más sencillo, ese abrazo,ese ¡hola!, ese beso, esos amigos, esos hermanos, primos, ahí contigo, era eso, humanidad",Positive,"y entonces nos dimos cuenta que la felicidad , no era lo que nos vendían , era algo más sencillo , ese abrazo , ese ¡ hola ! , ese beso , esos amigos , esos hermanos , primos , ahí contigo , era eso , humanidad"
942,IJ7lU3EBAAhePzzDrKZE,#DiaMundialAFColombia hoy es un día especial para celebrar juntos desde casa. Que mejor oportunidad para unirnos por medio del deporte y con toda nuestra #ColombiaTierraDeAtletas RT @MinDeporteCol: Celebra el Día Mundial de la Actividad Física y demuestra en nuestra caminata virtual que #TodoPasoCuenta para mejorar tu estilo de vida y cuidar tu salud. #YoEntrenoEnCasa en el #DíaMundialAFColombia 💪🏻📹👇🏻,Practice_sports,<hashtag> dia mundial af colombia </hashtag> hoy es un día especial para celebrar juntos desde casa . que mejor oportunidad para unirnos por medio del deporte y con toda nuestra <hashtag> colombia tierra de atletas </hashtag> rt <user> : celebra el día mundial de la actividad física y demuestra en nuestra caminata virtual que <hashtag> todo paso cuenta </hashtag> para mejorar tu estilo de vida y cuidar tu salud . <hashtag> yo entreno en casa </hashtag> en el <hashtag> día mundial af colombia </hashtag> 💪 🏻 📹 👇 🏻
